Skills,Position
"css,microsoft sql server,java,sql,html,mysql,vente,laravel,javascript,leadership,e-commerce,php,html5,xml,jquery,framework symfony,angular,vuejs,.net framework,asp.net,asp.net mvc,spring  framework,spring mvc,spring security,devops,docker,jenkins,f5 bigip,golang,aws,google cloud platform,kubernetes,istio,microsoft azure,amazon web services",Devops/Kubernetes specialist
"cucumber,camunda bpm,elasticsearch,postgresql,développement full-stack,technologies web,asp.net core,arabe,microservices,jenkins,microsoft sql server,mongodb,spring boot,produits docker,git,java,c#,design ux,web sémantique,fastapi,keycloak,français,devops,laravel,.net framework,django,node.js,react.js,html,feuilles de style en cascade (css),javascript,c (langage de programmation),python (langage de programmation)",Développement Java
"cucumber,playwright,jenkins,java,javascript,symfony,angularjs,python (programming language)",Développeur Java
"customer experience,operating systems,telecommunications,contact centers,oracle database,powershell,python (programming language),java,voice over ip (voip),automation,rest api,genesys framework,nice call recording,cyara,elastic stack (elk)",PS Engineer II
"customer satisfaction,industry standards,industrial products,after-sales,electronic press kit (epk),advising clients,printed circuit board,electronic circuits,microsoft project,sap products,technical editing,metalworking,network design,microsoft powerpoint,business development,international sales,consulting,logistics planning,material flow analysis,computer simulations,connectors,aerospace engineering,plug connector,aerospace technology ,connectivity,electronic components,electronics,embedded software,bluetooth,customer support,technical support,field support,technical services,messungen ,measurement systems,mechanical engineering,electrical engineering,maintenance management,reverse engineering,project engineering,team management,solar pv,microsoft excel,solar system design,solar systems,teamwork,machine learning,data science,human computer interaction,3d printing,healthcare,medical technology,scientific analysis,medical research,management,5s,manufacturing,preventive maintenance,product design,project management,engineering,electronic circuit design,printed circuit board (pcb) design,c++,c (programming language),computer-aided design (cad),programming,arduino,stm,matlab,python (programming language),solidworks,circuit design,artificial intelligence (ai),adobe illustrator,adobe premiere pro,entrepreneurship,leadership,scrum,robotics,iso standards,industrial robots,industrial robotics",Technical Support Engineer
"customer service,customer relationship management (crm),supply management,python (programming language),web scraping,microsoft azure,angular,extraction de contenu web,angularjs,informatique,sql,visual basic .net (vb.net),microsoft excel,anglais,html5,cascading style sheets (css),java,oracle application express,javascript,microsoft word,python (langage de programmation),microsoft power bi,react.js,python",D365 F&O Finance Consultant
"cybersecurity,server administration,administrateur systèmes,administration réseau,dns,linux,windows server,active directory,hyper-v,dhcp,mysql,php,java,microsoft sql server,microsoft exchange",Information Technology Advisor
"cypress,web development,angular,spring boot,vue.js,javascript,java,android,asp.net,html5,cascading style sheets (css),bootstrap,mongodb,sql,nosql,mysql,node.js,spring mvc,spring framework",Analyst Developer
"cypress.io,.net framework,framework spring,c#,angularjs,angular material,préparation aux tests,tests logiciels,selenium",QA Automation Engineer
"cypress.io,api postman,test de bout en bout,automatisation des tests,suivi des bugs,assurance qualité,automatisation de l’assurance qualité,jira,méthodes agiles,test utilisateur,tests manuels,cas de test,planification des tests,communication,documentation,c#,javascript,c,uml,sql,java,intelligence artificielle,systéme de gestion base de données ,administration réseau,html,css,php",Ingénieur automatisation QA
"cypress.io,jira,développement front-end,feuilles de style en cascade (css),git,html,microsoft business intelligence (msbi),microsoft sql server,microsoft power bi,talend,python (langage de programmation),sql,java,javascript,microsoft powerpoint,communication,anglais,français,arabe,outils uml,sql server integration services (ssis)",Software Engineer
"dart,laravel 8,firebase,flutter,arabe,français,python (langage de programmation),html5,css,java,sql",GuideWire Technical Consultant
"dash,pandas (logiciel),linux,crisp dm,r,packet tracer,5g,hadoop,scikit-learn,seaborn,python (langage de programmation),pytorch,c (langage de programmation),algorithmes d’apprentissage automatique,serveur dns,elastic stack (elk),big data,science des données,télécommunications,vision par ordinateur,deep learning,gestion de projet,compétences analytiques,formation",Software Engineer
"data analysis expressions (dax),scaled agile framework,microsoft excel,modèles de données,jira,scrum,sql server integration services (ssis),sql server analysis services (ssas),cassiopea,microsoft power query,microsoft power bi,analyse de données,sql,outils d’etl,c++,web services,microsoft sql server,cassiopae",Consultante en intelligence décisionnelle
"data analysis expressions (dax),snowflake,microsoft bi suite,création de rapports,qlicksense,microsoft dynamics 365,dellboomi,microsoft azure,bases de données,python (langage de programmation),qlikview,gouvernance de données,datamarts,architecture de données,sql server integration services (ssis),système d’information,google cloud platform (gcp),analyse de données à grande échelle,data visualization tools,ai for business intelligence,machine learning fundamentals,data warehousing and modeling,outils de business intelligence,analyse des données,ia générative,extract, transform, load (etl),big data,data quality assessment,data insights and presentation,microsoft office,leadership,gestion de projet,parler en public,microsoft excel,réseaux sociaux,javascript,sql,c,plsql,feuilles de style en cascade (css),php,c#,informatique décisionnelle,travail d’équipe,outils uml,javafx,angularjs,j2ee web services,marketing,scrum,méthodes agiles,gestion du temps,gestion du stress,git,angular,mysql,visualisation de données,analyse de données,microsoft power query",Data & AI Analyst
"data analysis,deep learning,machine learning,data science,python (programming language),r,mathematics,algorithms,project management,multimedia,game development,web development,scrum,software development,agile methodologies,statistics,java,c++,c,linux,mysql,oracle database,javascript,php,arduino,angularjs,uml,sql,c#,jquery,cascading style sheets (css),pl/sql,microsoft power bi,microsoft sql server,microsoft excel,management,leadership,team management,process mining,probability theory,symfony framework,typescript",Research Assistant
"data analysis,full-stack development,confluence,open-source software,open-source development,open source licensing,open source,business analysis,strategic analysis,business process management,mendix,low-code development,artificial intelligence (ai),generative ai,test automation,automated software testing,software testing,amazon web services (aws),react.js,mobile application development,web development,android development,java,node.js,php,angular,flutter,symfony,soft skills,problem solving,freelancing,unity,agile methodologies,intrapersonal skills,algorithms,javascript,typescript,git,github,gitlab,jira,bitbucket,core java,html,cascading style sheets (css),sass,responsive web design",Research And Development Engineer
